Record_ID,Order_ID,Order_ID_Duplicate_Flag,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount,Sales_Amount,Order_Date,Order_Year,Order_Month,City,Segment,Profit,Profit_Flag
1338,2337,False,Anita Rose,Jeans,Boyfriend Jeans,3,1295.44,0.44,2176.34,2025-02-16,2025,2,Ahmedabad,B2C,1552.41,OK
1339,2338,False,Gregory Kennedy,Dresses,Wrap Dress,5,1378.76,0.19,5583.98,2025-02-11,2025,2,Mumbai,B2B,2284.97,OK
1340,2339,False,Robert Nelson,Jeans,Ripped Denim,1,1289.24,0.44,721.97,2024-10-30,2024,10,Mumbai,B2B,555.48,OK
1341,2340,False,Stephen Barber,Shoes,Slip-ons,4,2538.04,0.54,4669.99,2024-12-24,2024,12,Hyderabad,B2B,345.45,OK
1342,2341,False,Jay Bates,T-Shirts,Classic Tee,4,2765.79,0.59,4535.9,2024-11-13,2024,11,Ahmedabad,B2C,259.57,OK
1343,2342,False,Samuel Wilson,T-Shirts,Oversized T-shirt,3,1042.41,0.5,1563.62,2024-01-31,2024,1,Ahmedabad,B2C,2778.49,Review
1344,2343,False,Denise Spencer,Jeans,Slim Fit Jeans,4,2366.61,0.44,5301.21,2025-05-18,2025,5,Ahmedabad,B2B,2829.76,OK
1345,2344,False,Walter Richard,Jeans,Slim Fit Jeans,4,2366.61,0.44,5301.21,2025-06-25,2025,6,Hyderabad,B2B,1854.64,OK
1346,2345,False,Susan Gonzalez,Jeans,Slim Fit Jeans,1,1095.03,0.44,613.22,2024-12-19,2024,12,Ahmedabad,B2C,1317.75,Review
1347,2346,False,Christopher Hawkins,Jeans,Boyfriend Jeans,3,4922.99,0.44,8270.62,2024-11-16,2024,11,Bengaluru,B2B,-712.37,Negative
1348,2347,False,David Moreno,Dresses,Casual Midi,4,1207.99,0.5,2415.98,2025-03-07,2025,3,Bengaluru,B2C,2195.11,OK
1349,2348,False,John Boyd,Shoes,Boots,3,2385.57,0.54,3292.09,2024-10-09,2024,10,Pune,B2B,371.77,OK
1350,2349,False,John Johns,Jackets,Puffer Coat,4,2579.8,0.34,6810.67,2024-08-01,2024,8,Delhi,B2B,-496.94,Negative
1351,2350,False,Victoria Greene,Shoes,Slip-ons,4,3148.46,0.54,5793.17,2023-09-23,2023,9,Bengaluru,B2B,-165.49,Negative
1352,2351,False,Joe Reed,Dresses,Casual Midi,4,1875.17,0.5,3750.34,2024-12-19,2024,12,Ahmedabad,B2B,1406.99,OK
1353,2352,False,Kurt Best,Dresses,Maxi Dress,3,2731.64,0.5,4097.46,2025-01-03,2025,1,Pune,B2B,590.81,OK
1354,2353,False,Tammy Jackson,Shoes,Boots,3,2385.57,0.54,3292.09,2024-08-29,2024,8,Hyderabad,B2B,-397.76,Negative
1355,2354,False,Cynthia Wright,Shoes,Boots,3,2385.57,0.54,3292.09,2025-02-11,2025,2,Hyderabad,B2B,2233.28,OK
1356,2355,False,Robert Page,Jeans,Ripped Denim,5,2750.33,0.14,11826.42,2024-12-24,2024,12,Hyderabad,B2B,1303.89,OK
1357,2356,False,Rachel Alvarez,Accessories,Caps,4,3412.15,0.01,13512.11,2025-04-16,2025,4,Hyderabad,B2B,1862.5,OK
1358,2357,False,Catherine Young,Jeans,Ripped Denim,5,509.54,0.44,1426.71,2024-12-23,2024,12,Delhi,B2C,2233.39,Review
1359,2358,False,Kimberly Villanueva,Jeans,Straight Cut,4,3099.15,0.44,6942.1,2024-12-28,2024,12,Mumbai,B2B,-860.89,Negative
1360,2359,False,Jeanette Maldonado,Shoes,Loafers,4,2933.45,0.54,5397.55,2024-07-29,2024,7,Pune,B2C,2256.67,OK
1361,2360,False,John Scott,Accessories,Watches,5,2785.79,0.51,6825.19,2025-07-04,2025,7,Pune,B2C,829.94,OK
1362,2361,False,William Brown,T-Shirts,Crop Top,4,899.41,0.5,1798.82,2024-11-26,2024,11,Delhi,B2B,477.1,OK
1363,2362,False,Cody Benson,Dresses,Casual Midi,4,2550.98,0.5,5101.96,2025-01-07,2025,1,Delhi,B2B,2161.78,OK
1364,2363,False,Kara Waller,Jeans,Boyfriend Jeans,3,3640.29,0.86,1528.92,2024-12-02,2024,12,Hyderabad,B2C,879.32,OK
1365,2364,False,Veronica Jones,Accessories,Caps,4,857.68,0.51,1681.05,2025-06-09,2025,6,Mumbai,B2B,1462.91,OK
1366,2365,False,Michelle Robertson,Dresses,Bodycon,3,2889.54,0.49,4421.0,2025-04-10,2025,4,Hyderabad,B2B,1765.39,OK
1367,2366,False,Aaron Molina,Shoes,Sneakers,6,429.37,0.54,1185.06,2024-06-29,2024,6,Mumbai,B2B,-21.4,Negative
1368,2367,False,Javier Sloan,Shoes,Sneakers,3,500.41,0.54,690.57,2024-12-22,2024,12,Mumbai,B2B,1732.45,Review
1369,2368,False,Michael Roberts,Accessories,Belts,3,2971.36,0.49,4546.18,2024-08-28,2024,8,Ahmedabad,B2B,153.4,OK
1370,2369,False,Brittney Scott,T-Shirts,Crop Top,4,935.57,0.5,1871.14,2024-01-29,2024,1,Ahmedabad,B2B,-111.36,Negative
1371,2370,False,Laura Shaw,Dresses,Maxi Dress,3,2731.64,0.5,4097.46,2024-01-15,2024,1,Mumbai,B2B,2031.95,OK
1372,2371,False,Charles Ray,Shoes,Loafers,3,4467.25,0.54,6164.8,2025-06-06,2025,6,Hyderabad,B2B,2388.55,OK
1373,2372,False,Dominic Baker,Dresses,Wrap Dress,3,2765.26,0.5,4147.89,2025-05-05,2025,5,Delhi,B2B,-452.24,Negative
1374,2373,False,Thomas Carr,Accessories,Caps,4,2490.44,0.51,4881.26,2024-12-28,2024,12,Mumbai,B2B,11.27,OK
1375,2374,False,Michael Bright,Shoes,Loafers,4,4867.51,0.54,8956.22,2024-09-28,2024,9,Mumbai,B2B,1184.65,OK
1376,2375,False,Ralph Owens,T-Shirts,Classic Tee,4,2765.79,0.5,5531.58,2024-11-28,2024,11,Bengaluru,B2C,-31.82,Negative
1377,2376,False,Norman Owens,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2023-11-19,2023,11,Pune,B2C,1900.77,OK
1378,2377,False,David Mitchell,T-Shirts,Classic Tee,4,4458.48,0.5,8916.96,2024-10-09,2024,10,Bengaluru,B2B,631.0,OK
1379,2378,False,Katie Montoya,Jeans,Straight Cut,4,1985.49,0.44,4447.5,2024-12-19,2024,12,Ahmedabad,B2C,-198.55,Negative
1380,2379,False,Daniel Greer,Jackets,Denim Jacket,6,2188.74,0.54,6040.92,2024-02-21,2024,2,Bengaluru,B2C,-885.72,Negative
1381,2380,False,Lacey Buchanan,Jackets,Puffer Coat,4,3820.42,0.54,7029.57,2025-03-30,2025,3,Mumbai,B2B,-105.92,Negative
1382,2381,False,Dr. Dawn Martin,Shoes,Sneakers,4,2666.22,0.54,4905.84,2024-11-24,2024,11,Delhi,B2B,103.57,OK
1383,2382,False,Jeanette Gordon,Jackets,Bomber Jacket,3,3440.31,0.54,4747.63,2025-05-09,2025,5,Bengaluru,B2B,921.38,OK
1384,2383,False,Deborah Weber,Shoes,Boots,3,2385.57,0.54,3292.09,2025-05-25,2025,5,Hyderabad,B2B,990.71,OK
1385,2384,False,Eric Hoffman,Jackets,Denim Jacket,3,1625.58,0.1,4389.07,2025-07-16,2025,7,Pune,B2B,2368.55,OK
1386,2385,False,Diana Hall,Dresses,Wrap Dress,3,2765.26,0.06,7798.03,2025-03-29,2025,3,Delhi,B2B,-914.91,Negative
1387,2386,False,Amy Barker,Jeans,Straight Cut,4,2253.08,0.09,8201.21,2024-12-19,2024,12,Ahmedabad,B2B,490.12,OK
1388,2387,False,Danielle Davis,Accessories,Caps,4,3246.04,0.51,6362.24,2025-04-26,2025,4,Hyderabad,B2B,-611.03,Negative
1389,2388,False,Daniel Ray,T-Shirts,Crop Top,4,2001.55,0.5,4003.1,2025-02-26,2025,2,Hyderabad,B2B,-722.21,Negative
1390,2389,False,Renee Martinez,Shoes,Slip-ons,5,2538.04,0.54,5837.49,2024-03-22,2024,3,Bengaluru,B2B,2235.23,OK
1391,2390,False,Daniel Hamilton,Jeans,Slim Fit Jeans,4,3605.36,0.44,8076.01,2025-01-03,2025,1,Ahmedabad,B2B,-311.29,Negative
1392,2391,False,Debbie Wade,Jeans,Boyfriend Jeans,3,4473.94,0.44,7516.22,2024-11-28,2024,11,Bengaluru,B2B,1003.14,OK
1393,2392,False,Adrienne Anderson MD,Accessories,Sunglasses,3,4550.95,0.51,6689.9,2025-03-20,2025,3,Ahmedabad,B2B,-951.64,Negative
1394,2393,False,David Snyder,Jackets,Bomber Jacket,5,753.85,0.54,1733.85,2024-11-19,2024,11,Delhi,B2C,251.29,OK
1395,2394,False,Jennifer Palmer,Jackets,Puffer Coat,4,3384.51,0.54,6227.5,2025-07-01,2025,7,Bengaluru,B2B,2776.41,OK
1396,2395,False,Amanda Pham,Accessories,Watches,4,2785.79,0.51,5460.15,2025-05-20,2025,5,Hyderabad,B2C,1866.74,OK
1397,2396,False,Gary Andrade,Jeans,Slim Fit Jeans,4,2366.61,0.44,5301.21,2024-11-23,2024,11,Hyderabad,B2C,1965.45,OK
1398,2397,False,Austin Quinn,Jackets,Bomber Jacket,3,1823.51,0.54,2516.44,2025-02-16,2025,2,Hyderabad,B2B,378.92,OK
1399,1002,True,Jim Strong,Jeans,Straight Cut,4,2942.95,0.44,6592.21,2025-06-22,2025,6,Bengaluru,B2B,-519.87,Negative
1400,2399,False,Amy Frederick,Jeans,Slim Fit Jeans,4,3643.5,0.44,8161.44,2024-08-04,2024,8,Delhi,B2B,1452.6,OK
1401,2400,False,Whitney Mathis,Dresses,Bodycon,4,4756.67,0.75,4756.67,2025-06-23,2025,6,Pune,B2C,-442.75,Negative
1402,2401,False,Kayla Peters,Accessories,Belts,2,2159.68,0.51,2116.49,2025-01-09,2025,1,Pune,B2B,1873.8,OK
1403,2402,False,Caitlin Callahan,T-Shirts,Crop Top,4,744.83,0.16,2502.63,2024-12-28,2024,12,Mumbai,B2B,2905.06,Review
1404,2403,False,Joseph Barton,T-Shirts,Oversized T-shirt,3,3027.66,0.5,4541.49,2025-01-29,2025,1,Hyderabad,B2B,2312.72,OK
1405,2404,False,Melissa Norman,Accessories,Caps,4,2338.04,0.51,4582.56,2024-12-31,2024,12,Delhi,B2C,-673.77,Negative
1406,2405,False,Mary Smith,Jackets,Denim Jacket,3,1943.21,0.54,2681.63,2024-12-19,2024,12,Ahmedabad,B2B,1039.86,OK
1407,2406,False,Robert Henderson,Jeans,Slim Fit Jeans,4,4847.73,0.44,10858.92,2024-12-19,2024,12,Ahmedabad,B2B,1741.0,OK
1408,2407,False,Laurie Williams,Jeans,Slim Fit Jeans,4,2366.61,0.44,5301.21,2025-05-24,2025,5,Ahmedabad,B2B,2990.98,OK
1409,2408,False,Jeffrey Owens,Dresses,Casual Midi,6,2169.73,0.5,6509.19,2024-11-28,2024,11,Bengaluru,B2B,442.92,OK
1410,2409,False,Melinda Cohen,Dresses,Wrap Dress,3,1430.06,0.98,85.8,2025-03-28,2025,3,Pune,B2B,-530.32,Negative
1411,2410,False,Kevin Miller,Accessories,Caps,3,2338.04,0.51,3436.92,2025-01-13,2025,1,Pune,B2B,2913.29,OK
1412,2411,False,Jeffrey Martinez,Jeans,Straight Cut,4,2891.64,0.44,6477.27,2025-05-14,2025,5,Delhi,B2C,458.44,OK
1413,2412,False,Nicole Smith,Jeans,Straight Cut,4,2891.64,0.44,6477.27,2023-10-19,2023,10,Delhi,B2B,1676.75,OK
1414,2413,False,Regina Lewis,Shoes,Loafers,4,4140.86,0.54,7619.18,2024-10-15,2024,10,Delhi,B2B,162.16,OK
1415,1037,True,Christopher Williams,Accessories,Caps,4,3127.73,0.06,11760.26,2024-10-16,2024,10,Ahmedabad,B2B,-793.02,Negative
1416,2415,False,Donald Howard,Jeans,Ripped Denim,5,3395.67,0.44,9507.88,2024-11-28,2024,11,Bengaluru,B2C,1958.51,OK
1417,2416,False,Charles Johnson,Dresses,Bodycon,4,2889.54,0.5,5779.08,2024-03-13,2024,3,Pune,B2B,1219.82,OK
1418,2417,False,Candace Huff,Jackets,Bomber Jacket,3,4268.68,0.67,4225.99,2024-08-02,2024,8,Delhi,B2B,1818.31,OK
1419,2418,False,Matthew Good,Jackets,Denim Jacket,3,3435.95,0.36,6597.02,2024-12-21,2024,12,Delhi,B2B,-77.18,Negative
1420,2419,False,Rebekah Parker,Shoes,Slip-ons,2,1832.16,0.54,1685.59,2024-09-17,2024,9,Mumbai,B2C,2843.62,Review
1421,2420,False,Alex Marshall,Jackets,Bomber Jacket,3,3714.46,0.54,5125.95,2025-01-27,2025,1,Ahmedabad,B2C,2452.72,OK
1422,2421,False,Ashley Harrison,Accessories,Caps,4,4411.39,0.51,8646.32,2024-08-12,2024,8,Hyderabad,B2B,-501.29,Negative
1423,2422,False,Mario Scott,T-Shirts,Oversized T-shirt,3,3027.66,0.22,7084.72,2024-09-01,2024,9,Bengaluru,B2B,756.56,OK
1424,2423,False,Victor Jones,Shoes,Sneakers,4,2666.22,0.54,4905.84,2023-11-26,2023,11,Ahmedabad,B2B,2661.66,OK
1425,2424,False,James Day,Shoes,Loafers,5,2476.15,0.54,5695.14,2023-12-19,2023,12,Pune,B2C,387.88,OK
1426,2425,False,Jeffery Blankenship,Dresses,Wrap Dress,3,2632.44,0.5,3948.66,2024-10-26,2024,10,Pune,B2B,2036.93,OK
1427,2426,False,Jacqueline Peck,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2025-07-06,2025,7,Delhi,B2B,261.68,OK
1428,2427,False,Sean Tran,T-Shirts,Classic Tee,5,1510.89,0.5,3777.23,2024-11-15,2024,11,Bengaluru,B2B,2959.19,OK
1429,2428,False,Craig Miller,Shoes,Loafers,4,2933.45,0.54,5397.55,2025-01-17,2025,1,Delhi,B2B,1885.43,OK
1430,2429,False,Melissa Clark,Shoes,Loafers,4,4193.1,0.54,7715.3,2024-09-26,2024,9,Hyderabad,B2C,436.03,OK
1431,2430,False,Alex Nash,Jeans,Ripped Denim,5,3149.37,0.44,8818.24,2025-01-03,2025,1,Pune,B2C,1094.4,OK
1432,1006,True,Laura Smith,Jackets,Leather Jacket,4,714.5,0.72,800.24,2024-07-24,2024,7,Delhi,B2B,-29.59,Negative
1433,2432,False,John Ramirez,Jackets,Denim Jacket,1,2537.59,0.11,2258.46,2024-12-28,2024,12,Mumbai,B2B,2950.78,Review
1434,2433,False,Jared Hill,T-Shirts,Crop Top,4,2489.18,0.5,4978.36,2024-08-27,2024,8,Ahmedabad,B2C,-22.68,Negative
1435,2434,False,Patrick Hernandez,Jackets,Leather Jacket,4,2752.99,0.54,5065.5,2024-08-04,2024,8,Hyderabad,B2B,1953.07,OK
1436,2435,False,Kenneth Anthony,Accessories,Belts,3,2515.42,0.51,3697.67,2023-07-29,2023,7,Mumbai,B2C,2711.18,OK
1437,2436,False,Jason Stanley,T-Shirts,Oversized T-shirt,3,3027.66,0.5,4541.49,2024-12-24,2024,12,Hyderabad,B2B,2492.87,OK
1438,2437,False,Kyle Jordan,T-Shirts,Crop Top,1,1906.91,0.97,57.21,2024-12-19,2024,12,Ahmedabad,B2B,440.67,Review
1439,2438,False,John Fisher,T-Shirts,Graphic Tee,5,2599.75,0.5,6499.38,2024-03-14,2024,3,Hyderabad,B2B,1037.5,OK
1440,2439,False,Sarah Glass,Accessories,Caps,4,2338.04,0.24,7107.64,2024-09-27,2024,9,Delhi,B2C,-789.39,Negative
1441,2440,False,Sean Moore,T-Shirts,Classic Tee,4,3846.31,0.51,7538.77,2024-09-04,2024,9,Pune,B2B,381.13,OK
1442,2441,False,Jessica Gonzalez,Dresses,Wrap Dress,3,2765.26,0.81,1576.2,2025-01-03,2025,1,Pune,B2B,1220.91,OK
1443,2442,False,Christine Scott,Jeans,Boyfriend Jeans,3,3008.66,0.44,5054.55,2025-01-31,2025,1,Pune,B2C,-937.17,Negative
1444,2443,False,Erin Cook,T-Shirts,Graphic Tee,1,4981.86,0.5,2490.93,2024-09-27,2024,9,Pune,B2B,1410.16,OK
1445,2444,False,Alexa Mclaughlin,Jeans,Boyfriend Jeans,3,3470.88,0.44,5831.08,2025-01-03,2025,1,Pune,B2B,638.83,OK
1446,2445,False,Matthew Whitaker,Accessories,Caps,4,2282.02,0.51,4472.76,2025-01-01,2025,1,Mumbai,B2C,555.12,OK
1447,1009,True,Renee Martinez,Jeans,Ripped Denim,6,2750.33,0.44,9241.11,2024-11-10,2024,11,Bengaluru,B2C,2936.21,OK
1448,2447,False,Ronald Cohen,Dresses,Maxi Dress,6,1773.3,0.5,5319.9,2024-11-11,2024,11,Hyderabad,B2B,2073.35,OK
1449,2448,False,Robert Martinez,Jackets,Denim Jacket,3,2537.59,0.54,3501.87,2025-07-06,2025,7,Delhi,B2C,-244.83,Negative
1450,2449,False,James Edwards,Shoes,Boots,3,2344.38,0.54,3235.24,2024-12-28,2024,12,Mumbai,B2B,419.95,OK
1451,2450,False,Elizabeth Rice,Accessories,Caps,2,3333.87,0.51,3267.19,2025-05-05,2025,5,Ahmedabad,B2B,1673.63,OK
1452,2451,False,Allison Mccann,Shoes,Boots,3,2385.57,0.54,3292.09,2024-08-31,2024,8,Ahmedabad,B2B,1177.96,OK
1453,1011,True,Dr. Nicholas Martinez,Accessories,Sunglasses,3,2577.64,0.51,3789.13,2024-12-28,2024,12,Mumbai,B2B,-360.37,Negative
1454,2453,False,Katie Berger,Jeans,Slim Fit Jeans,4,2366.61,0.72,2650.6,2024-05-29,2024,5,Hyderabad,B2B,382.31,OK
1455,2454,False,Robert Sosa,T-Shirts,Crop Top,3,2001.55,0.5,3002.32,2024-11-28,2024,11,Bengaluru,B2B,1961.19,OK
1456,2455,False,Anna Hernandez,Shoes,Sneakers,4,2666.22,0.54,4905.84,2025-01-03,2025,1,Pune,B2B,2153.01,OK
1457,2456,False,Robert Nichols,Accessories,Caps,4,889.88,0.51,1744.16,2025-02-18,2025,2,Ahmedabad,B2B,1607.65,OK
1458,2457,False,Angel Gutierrez,Jackets,Leather Jacket,6,2752.99,0.54,7598.25,2024-09-15,2024,9,Delhi,B2C,179.36,OK
1459,2458,False,Stephanie Frank,T-Shirts,Oversized T-shirt,3,3027.66,0.64,3269.87,2024-11-10,2024,11,Delhi,B2B,163.69,OK
1460,2459,False,Cindy Anderson,Accessories,Sunglasses,3,2577.64,0.51,3789.13,2024-12-28,2024,12,Mumbai,B2B,2616.96,OK
1461,2460,False,Jon Hernandez,Accessories,Watches,4,3157.28,0.07,11745.08,2023-09-25,2023,9,Hyderabad,B2B,971.15,OK
1462,2461,False,David Alvarez,Jackets,Puffer Coat,1,4225.58,0.54,1943.77,2025-01-28,2025,1,Hyderabad,B2B,-793.29,Negative
1463,2462,False,John Perry,Accessories,Belts,2,2123.22,0.51,2080.76,2025-06-25,2025,6,Mumbai,B2B,2645.36,Review
1464,2463,False,Amanda Schroeder,Accessories,Sunglasses,3,405.52,0.51,596.11,2025-03-07,2025,3,Delhi,B2B,2036.57,Review
1465,2464,False,Kendra Alvarado,Shoes,Boots,3,2385.57,0.32,4866.56,2025-04-04,2025,4,Hyderabad,B2B,2742.15,OK
1466,2465,False,Melanie Howe,Jeans,Straight Cut,4,493.99,0.44,1106.54,2025-01-27,2025,1,Hyderabad,B2B,-365.9,Negative
1467,2466,False,Kathryn Chang,Dresses,Maxi Dress,3,2335.61,0.17,5815.67,2024-12-19,2024,12,Ahmedabad,B2B,-36.92,Negative
1468,2467,False,Javier Williams,Shoes,Loafers,4,2933.45,0.54,5397.55,2025-06-15,2025,6,Mumbai,B2C,485.02,OK
1469,2468,False,Cynthia Rhodes,T-Shirts,Oversized T-shirt,3,3027.66,0.5,4541.49,2025-04-13,2025,4,Mumbai,B2B,1149.65,OK
1470,2469,False,Travis Boyd,Jackets,Bomber Jacket,3,4132.13,0.54,5702.34,2025-04-29,2025,4,Mumbai,B2B,828.43,OK
1471,2470,False,Ashley Williams,Jackets,Puffer Coat,3,2579.8,0.74,2012.24,2024-08-31,2024,8,Pune,B2B,321.21,OK
1472,2471,False,Christine Decker,Jeans,Slim Fit Jeans,4,4457.83,0.66,6062.65,2025-01-03,2025,1,Pune,B2B,780.39,OK
1473,2472,False,Brandon Flowers,Jeans,Ripped Denim,5,4357.94,0.33,14599.1,2024-12-21,2024,12,Delhi,B2B,971.5,OK
1474,2473,False,Amy Clark,Shoes,Sneakers,6,408.21,0.54,1126.66,2024-08-12,2024,8,Delhi,B2B,611.86,OK
1475,2474,False,Timothy Smith,Shoes,Loafers,4,2933.45,0.54,5397.55,2024-11-09,2024,11,Bengaluru,B2B,-930.79,Negative
1476,2475,False,Maureen Cohen,Jackets,Leather Jacket,5,642.48,0.17,2666.29,2024-12-19,2024,12,Ahmedabad,B2C,1800.37,OK
1477,2476,False,Crystal Ortiz,Dresses,Casual Midi,5,2967.26,0.5,7418.15,2024-12-24,2024,12,Hyderabad,B2B,2069.15,OK
1478,2477,False,Joshua Knight,Shoes,Boots,3,3725.14,0.54,5140.69,2024-11-28,2024,11,Bengaluru,B2C,1220.32,OK
1479,2478,False,Rachael Terrell,Dresses,Bodycon,4,1904.58,0.5,3809.16,2024-09-22,2024,9,Mumbai,B2B,2090.91,OK
1480,2479,False,Kimberly Andrews,Shoes,Slip-ons,4,2538.04,0.54,4669.99,2025-02-08,2025,2,Pune,B2B,81.23,OK
1481,2480,False,John Lawrence,Shoes,Sneakers,4,2666.22,0.14,9171.8,2024-10-08,2024,10,Bengaluru,B2B,1556.81,OK
1482,2481,False,Laura Chen,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2025-04-27,2025,4,Mumbai,B2B,142.82,OK
1483,1050,True,Lindsey Craig,Accessories,Caps,4,4439.39,0.51,8701.2,2024-09-08,2024,9,Ahmedabad,B2C,2062.85,OK
1484,2483,False,Kristin Scott,Dresses,Wrap Dress,3,2765.26,0.96,331.83,2025-05-13,2025,5,Pune,B2B,-369.21,Negative
1485,2484,False,Matthew Alvarez,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2024-11-26,2024,11,Pune,B2C,516.5,OK
1486,1050,True,Andrea Cortez,Jeans,Boyfriend Jeans,1,2103.54,0.44,1177.98,2025-01-05,2025,1,Hyderabad,B2C,2871.06,Review
1487,2486,False,Heather Flores,Jackets,Leather Jacket,4,2752.99,0.54,5065.5,2024-08-03,2024,8,Ahmedabad,B2B,2082.36,OK
1488,2487,False,Jill Eaton,Jackets,Leather Jacket,4,2752.99,0.54,5065.5,2025-02-18,2025,2,Mumbai,B2B,-395.34,Negative
1489,2488,False,Amy Potts,Jackets,Bomber Jacket,3,718.84,0.53,1013.56,2024-02-13,2024,2,Ahmedabad,B2B,528.71,OK
1490,2489,False,Antonio Woods,Shoes,Boots,3,2385.57,0.54,3292.09,2025-07-04,2025,7,Pune,B2B,-194.49,Negative
1491,2490,False,Cindy Zamora,T-Shirts,Oversized T-shirt,5,688.38,0.5,1720.95,2024-11-28,2024,11,Bengaluru,B2B,-25.21,Negative
1492,2491,False,Amanda Day,Shoes,Sneakers,4,2666.22,0.68,3412.76,2024-08-13,2024,8,Bengaluru,B2C,2466.01,OK
1493,2492,False,Miss Roberta Gonzalez MD,Jackets,Bomber Jacket,3,2229.49,0.54,3076.7,2025-07-07,2025,7,Bengaluru,B2C,549.15,OK
1494,2493,False,Brian Taylor,Dresses,Maxi Dress,2,2731.64,0.92,437.06,2024-12-19,2024,12,Ahmedabad,B2B,452.38,Review
1495,2494,False,Mark Bonilla,Shoes,Loafers,3,2933.45,0.54,4048.16,2025-05-05,2025,5,Hyderabad,B2B,1753.67,OK
1496,2495,False,Carrie Larson,Jeans,Slim Fit Jeans,4,1106.09,0.44,2477.64,2023-09-28,2023,9,Delhi,B2C,1838.39,OK
1497,2496,False,Brian Howard,Jackets,Puffer Coat,4,2579.8,0.54,4746.83,2025-05-23,2025,5,Delhi,B2B,2882.47,OK
1498,2497,False,Darren Bailey,Accessories,Watches,1,3607.5,0.51,1767.68,2025-01-13,2025,1,Ahmedabad,B2B,-341.21,Negative
1499,2498,False,Wanda Medina,Jackets,Puffer Coat,4,2043.67,0.54,3760.35,2023-09-07,2023,9,Pune,B2C,-24.72,Negative
1500,2499,False,Heather Taylor,Dresses,Casual Midi,4,4638.76,0.5,9277.52,2025-01-20,2025,1,Hyderabad,B2C,379.89,OK
1501,2500,False,Kenneth Hooper,Accessories,Watches,5,2785.79,0.92,1114.32,2024-07-30,2024,7,Delhi,B2B,765.43,OK
1502,2501,False,Eric Rogers,Dresses,Maxi Dress,3,2731.64,0.5,4097.46,2024-12-19,2024,12,Ahmedabad,B2B,106.21,OK
1503,2502,False,Trevor Lynch DVM,Shoes,Loafers,4,2933.45,1.0,0.0,2025-07-17,2025,7,Mumbai,B2B,653.4,Review
1504,2503,False,Amy Robinson,Accessories,Sunglasses,3,1259.22,0.51,1851.05,2024-07-26,2024,7,Bengaluru,B2B,120.44,OK
1505,2504,False,Jeremiah Salas,Dresses,Wrap Dress,2,2765.26,0.5,2765.26,2024-12-19,2024,12,Ahmedabad,B2B,-757.99,Negative
1506,2505,False,Jeff Dorsey,Shoes,Sneakers,4,1258.77,0.71,1460.17,2025-01-01,2025,1,Hyderabad,B2B,549.6,OK
1507,2506,False,Shannon Bean,Jackets,Leather Jacket,4,2752.99,0.54,5065.5,2024-12-23,2024,12,Hyderabad,B2B,1734.31,OK
1508,2507,False,Allison Miller,T-Shirts,Graphic Tee,4,2599.75,0.5,5199.5,2025-06-13,2025,6,Ahmedabad,B2C,339.83,OK
1509,2508,False,Sean Rogers,T-Shirts,Oversized T-shirt,3,4245.43,0.5,6368.14,2025-03-23,2025,3,Bengaluru,B2B,-556.03,Negative
1510,2509,False,William Wells,Jackets,Puffer Coat,5,2579.8,0.54,5933.54,2024-09-03,2024,9,Pune,B2B,1995.3,OK
1511,2510,False,John Hayes,Dresses,Maxi Dress,3,2731.64,0.5,4097.46,2024-12-21,2024,12,Delhi,B2C,-530.81,Negative
1512,2511,False,Hannah Jackson,Jackets,Bomber Jacket,3,2822.43,1.0,0.0,2025-03-14,2025,3,Bengaluru,B2C,2522.48,Review
1513,2512,False,Kim Chavez,Jeans,Boyfriend Jeans,3,3008.66,0.53,4242.21,2024-10-15,2024,10,Bengaluru,B2B,958.94,OK
1514,2513,False,Robert Burnett,Dresses,Maxi Dress,3,3625.99,0.93,761.46,2024-12-05,2024,12,Delhi,B2C,1552.29,Review
1515,2514,False,Cory Evans,Jeans,Straight Cut,4,2891.64,0.1,10409.9,2025-05-17,2025,5,Hyderabad,B2B,-862.68,Negative
1516,2515,False,Amanda Benson,Jackets,Denim Jacket,3,2537.59,0.54,3501.87,2024-11-28,2024,11,Bengaluru,B2B,2802.1,OK
1517,2516,False,Ashley Martin,Jeans,Ripped Denim,1,1927.87,0.44,1079.61,2025-06-17,2025,6,Delhi,B2B,-876.36,Negative
1518,2517,False,Courtney Smith,Shoes,Boots,2,2385.57,0.2,3816.91,2024-12-15,2024,12,Pune,B2B,409.12,OK
1519,2518,False,Selena Johnson,Shoes,Boots,6,773.28,0.54,2134.25,2025-03-28,2025,3,Pune,B2B,608.25,OK
1520,2519,False,Anthony Contreras,Dresses,Maxi Dress,3,3873.82,0.99,116.21,2024-09-14,2024,9,Delhi,B2B,2122.44,Review
1521,2520,False,Michelle Greene,Jeans,Straight Cut,1,2581.19,0.44,1445.47,2024-05-06,2024,5,Hyderabad,B2B,2944.11,Review
1522,2521,False,Jennifer Ortiz,Dresses,Wrap Dress,3,2765.26,0.5,4147.89,2024-09-03,2024,9,Mumbai,B2C,140.18,OK
1523,2522,False,Russell King,Dresses,Wrap Dress,4,2847.02,0.57,4896.87,2023-09-02,2023,9,Pune,B2B,1592.04,OK
